pair,acronym,description,frequency
"('AKQoL', 'actinic keratosis quality of life')",AKQoL,actinic keratosis quality of life,1
"('M.E.P.', 'malnutrición energético-proteica')",M.E.P.,malnutrición energético-proteica,1
"('CUMS', 'cistouretrografía miccional seriada')",CUMS,cistouretrografía miccional seriada,1
"('RCP', 'reacción en cadena de la polimerasa')",RCP,reacción en cadena de la polimerasa,2
"('EVC', 'enfermedad vascular cerebral')",EVC,enfermedad vascular cerebral,3
"('DRESS', 'denominado reacción a fármacos con eosinofilia y síntomas sistémicos')",DRESS,denominado reacción a fármacos con eosinofilia y síntomas sistémicos,1
"('BGN', 'bacilos gram-negativos')",BGN,bacilos gram-negativos,1
"('ZBS', 'zonas básicas de salud')",ZBS,zonas básicas de salud,3
"('ENCA', 'encuesta nacional de consumo alimentario')",ENCA,encuesta nacional de consumo alimentario,1
"('GER', 'grupo de estudio de rotavirus')",GER,grupo de estudio de rotavirus,1
"('BCG', 'bacillus calmette-guérin')",BCG,bacillus calmette-guérin,2
"('HTAS', 'hipertensión arterial sistémica')",HTAS,hipertensión arterial sistémica,1
"('GRD', 'grupo relacionado con el diagnóstico')",GRD,grupo relacionado con el diagnóstico,1
"('MCH', 'miocardiopatía hipertrófica')",MCH,miocardiopatía hipertrófica,1
"('CEIPC', 'comité español interdisciplinario de prevención cardiovascular')",CEIPC,comité español interdisciplinario de prevención cardiovascular,4
"('SA', 'staphylococcus aureus')",SA,staphylococcus aureus,1
"('IOF', 'international osteoporosis foundation')",IOF,international osteoporosis foundation,1
"('MMORPG', 'massively multiplayer online role playing games')",MMORPG,massively multiplayer online role playing games,1
"('CHUA', 'complejo hospitalario universitario de albacete')",CHUA,complejo hospitalario universitario de albacete,1
"('PINSAP', 'plan interdepartamental de salud pública')",PINSAP,plan interdepartamental de salud pública,2
"('IMSI', 'intracitoplásmica de espermatozoides morfológicamente seleccionados')",IMSI,intracitoplásmica de espermatozoides morfológicamente seleccionados,1
"('PFH', 'pruebas de funcionamiento hepático')",PFH,pruebas de funcionamiento hepático,1
"('PMK-RD', 'psicodiagnóstico mio kinético, revisado y digitalizado')",PMK-RD,"psicodiagnóstico mio kinético, revisado y digitalizado",1
"('IRI', 'indice de reactividad interpersonal')",IRI,indice de reactividad interpersonal,1
"('PCT', 'procedimiento de conciliación terapéutica')",PCT,procedimiento de conciliación terapéutica,1
"('SDRA', 'síndrome de dificultad respiratoria aguda')",SDRA,síndrome de dificultad respiratoria aguda,1
"('ENSIN 2010', 'encuesta nacional de la situación nutricional 2010')",ENSIN 2010,encuesta nacional de la situación nutricional 2010,3
"('kcal', 'kilocalorías')",kcal,kilocalorías,1
"('CONUT', 'conocimiento nutricional o método ulibarri')",CONUT,conocimiento nutricional o método ulibarri,1
"('EIPID', 'enfermedad inmunoproliferativa del intestino delgado')",EIPID,enfermedad inmunoproliferativa del intestino delgado,1
"('Hib', 'haemophilus influenzae tipo b')",Hib,haemophilus influenzae tipo b,2
"('NMO', 'neuromielitis optica')",NMO,neuromielitis optica,2
"('FC', 'fracturas de cadera')",FC,fracturas de cadera,1
"('PAI', 'programa ampliado de inmunizaciones')",PAI,programa ampliado de inmunizaciones,2
"('MGH-SFQ', 'massachusetts general hospital-sexual functioning questionnaire')",MGH-SFQ,massachusetts general hospital-sexual functioning questionnaire,1
"('HAD', 'hospital anxiety and depression scale')",HAD,hospital anxiety and depression scale,1
"('RENAHTA', 're-encuesta nacional de hipertensión arterial')",RENAHTA,re-encuesta nacional de hipertensión arterial,1
"('CMS', 'complicación materna severa')",CMS,complicación materna severa,1
"('LABC', 'laboratorio de metales del hospital abc')",LABC,laboratorio de metales del hospital abc,2
"('RMM', 'razón de mortalidad materna')",RMM,razón de mortalidad materna,1
"('CHAL', 'calidad de vida en hipertensión arterial')",CHAL,calidad de vida en hipertensión arterial,2
"('PRMs', 'problemas relacionados con la medicación')",PRMs,problemas relacionados con la medicación,2
"('ECA', 'enzima convertidora de angiotensina')",ECA,enzima convertidora de angiotensina,1
"('VOCI', 'vancouver obsessional compulsive inventory')",VOCI,vancouver obsessional compulsive inventory,1
"('TDAH', 'trastorno por déficit de atención e hiperactividad')",TDAH,trastorno por déficit de atención e hiperactividad,3
"('ISC', 'international society for chronobiology')",ISC,international society for chronobiology,1
"('IAM', 'infarto agudo del miocardio')",IAM,infarto agudo del miocardio,1
"('TDO', 'terapia dirigida por objetivos')",TDO,terapia dirigida por objetivos,1
"('MOS-HIV', 'medical outcomes study hiv health survey')",MOS-HIV,medical outcomes study hiv health survey,1
"('CS', 'ciencias de la salud')",CS,ciencias de la salud,2
"('Decapoda', 'de captura y reproducción de la langosta verde panulirus gracilis')",Decapoda,de captura y reproducción de la langosta verde panulirus gracilis,1
"('TAC', 'tomografía axial computerizada')",TAC,tomografía axial computerizada,2
"('CRC', 'clínicas para mejorar los resultados económicos')",CRC,clínicas para mejorar los resultados económicos,1
"('CAST', 'cannabis abuse screening test')",CAST,cannabis abuse screening test,1
"('II', 'iniciado')",II,iniciado,1
"('ARIA', 'alérgica y su impacto en el asma')",ARIA,alérgica y su impacto en el asma,2
"('BMN', 'beneficio monetario neto')",BMN,beneficio monetario neto,1
"('TRR', 'terapias de reemplazo renal')",TRR,terapias de reemplazo renal,1
"('Cetacea', 'comportamiento del delfín bufeo (tursiops truncatus) y el delfín manchado (stenella attenuata)')",Cetacea,comportamiento del delfín bufeo (tursiops truncatus) y el delfín manchado (stenella attenuata),1
"('MBC', 'metastasis sintomaticas de la base craneal')",MBC,metastasis sintomaticas de la base craneal,1
"('DEI', 'descargas epileptiformes intercriticas')",DEI,descargas epileptiformes intercriticas,1
"('CIF', 'clasificación internacional del funcionamiento')",CIF,clasificación internacional del funcionamiento,2
"('CRONOS', 'con una nueva forma farmacéutica de losartán de liberación sostenida')",CRONOS,con una nueva forma farmacéutica de losartán de liberación sostenida,1
"('RVUPS', 'red valenciana de universidades públicas saludables')",RVUPS,red valenciana de universidades públicas saludables,2
"('VPH', 'virus papiloma humano')",VPH,virus papiloma humano,3
"('PRISMA', 'preferred reporting items in systematic\xa0reviews and meta-analyses')",PRISMA,preferred reporting items in systematic reviews and meta-analyses,2
"('NSA-16', 'negativos-16')",NSA-16,negativos-16,1
"('RHC', 'reserva hemodinamica cerebral')",RHC,reserva hemodinamica cerebral,1
"('SEMP', 'superficie especial del manejo de la presión')",SEMP,superficie especial del manejo de la presión,1
"('MTRR', 'multidimensionaltrauma recovery and resilience')",MTRR,multidimensionaltrauma recovery and resilience,1
"('NORMACODEM', ""normalización españolas de la alzheimer's disease assessment scale (adas)"")",NORMACODEM,normalización españolas de la alzheimer's disease assessment scale (adas),1
"('RI', 'resistencia insulínica')",RI,resistencia insulínica,1
"('II', 'iniciales')",II,iniciales,2
"('AR', 'artritis reumatoide')",AR,artritis reumatoide,4
"('TCE', 'traumatismo craneoencefálico')",TCE,traumatismo craneoencefálico,1
"('EMB', 'enfermedad mamaria benigna')",EMB,enfermedad mamaria benigna,1
"('EE', 'error estándar')",EE,error estándar,1
"('SOCHICAR', 'sociedad chilena de cardiología y cirugía cardiovascular')",SOCHICAR,sociedad chilena de cardiología y cirugía cardiovascular,2
"('EA', 'escala de alvarado')",EA,escala de alvarado,1
"('EE', 'epileptico')",EE,epileptico,1
"('LAM', 'leucemia aguda mieloide')",LAM,leucemia aguda mieloide,1
"('GNRP', 'glomerulonefritis rápidamente progresivas')",GNRP,glomerulonefritis rápidamente progresivas,1
"('VCN7', 'vacuna neumocócica de 7 serotipos')",VCN7,vacuna neumocócica de 7 serotipos,1
"('CVC', 'cateterización venosa central')",CVC,cateterización venosa central,1
"('ICG', 'impresión clínica global')",ICG,impresión clínica global,1
"('AS', 'alimentación saludable')",AS,alimentación saludable,2
"('NEWSQOL', 'newcastle stroke-specific quality of life measure')",NEWSQOL,newcastle stroke-specific quality of life measure,2
"('LM', 'lesiones medulares')",LM,lesiones medulares,1
"('PEG', 'para edad gestacional')",PEG,para edad gestacional,1
"('BU', 'basquetbolistas universitarias')",BU,basquetbolistas universitarias,1
"('ISO', 'infección de sitio operatorio')",ISO,infección de sitio operatorio,1
"('SVP', 'sinovitis vellonodular pigmentada')",SVP,sinovitis vellonodular pigmentada,1
"('CMC', 'ciclo de mejora continua')",CMC,ciclo de mejora continua,1
"('INSP', 'instituto nacional de salud pública')",INSP,instituto nacional de salud pública,1
"('IE', 'instituciones educativas')",IE,instituciones educativas,2
"('AE', 'actividad de la enfermedad')",AE,actividad de la enfermedad,2
"('DHA', 'docosahexaenoico')",DHA,docosahexaenoico,1
"('CC', 'cuchara')",CC,cuchara,1
"('ENV', 'estimulacion del nervio vago')",ENV,estimulacion del nervio vago,1
"('UIECP', 'union internacional para el estudio cientifico de la poblacion')",UIECP,union internacional para el estudio cientifico de la poblacion,1
"('TDAH', 'trastorno por deficit de atencion/hiperactividad')",TDAH,trastorno por deficit de atencion/hiperactividad,26
"('UMF 171', 'unidad de medicina familiar 171')",UMF 171,unidad de medicina familiar 171,1
"('CPN', 'control prenatal')",CPN,control prenatal,2
"('CFC', 'convulsiones febriles complejas')",CFC,convulsiones febriles complejas,1
"('ENSM', 'encuesta nacional de\xa0salud mental')",ENSM,encuesta nacional de salud mental,1
"('SARM-Co', 'staphylococcus aureus resistente a meticilina de la comunidad')",SARM-Co,staphylococcus aureus resistente a meticilina de la comunidad,1
"('CCI', 'correlación intraclase')",CCI,correlación intraclase,4
"('TNO', 'tratamiento no operatorio')",TNO,tratamiento no operatorio,1
"('INSN', 'instituto nacional de salud del niño')",INSN,instituto nacional de salud del niño,1
"('CF', 'conectividad funcional')",CF,conectividad funcional,1
"('PSA', 'pleurodesis con sangre autóloga')",PSA,pleurodesis con sangre autóloga,1
"('CF', 'componente físico')",CF,componente físico,1
"('SENPE', 'sociedad española de nutrición parenteral y enteral')",SENPE,sociedad española de nutrición parenteral y enteral,1
"('HTIC', 'hipertensión intracraneal')",HTIC,hipertensión intracraneal,1
"('ADMMR', 'artropatía por desgarro masivo del manguito de los rotadores')",ADMMR,artropatía por desgarro masivo del manguito de los rotadores,1
"('FVP', 'fotovaporización prostática')",FVP,fotovaporización prostática,1
"('TVE', 'tercer ventriculostomía endoscópica secundaria')",TVE,tercer ventriculostomía endoscópica secundaria,1
"('ID', 'intestino delgado')",ID,intestino delgado,1
"('RIC', 'rango intercuartil')",RIC,rango intercuartil,1
"('GIST', 'gastrointestinal')",GIST,gastrointestinal,1
"('NL', 'nefritis lúpica')",NL,nefritis lúpica,1
"('EAJ', 'epilepsia de ausencias juvenil')",EAJ,epilepsia de ausencias juvenil,1
"('PRM', 'problemas relacionados con la medicación')",PRM,problemas relacionados con la medicación,1
"('HADS', 'hospital anxiety-depressionscale')",HADS,hospital anxiety-depressionscale,1
"('DM1', 'diabetes mellitus tipo 1')",DM1,diabetes mellitus tipo 1,3
"('TN', 'transición nutricia')",TN,transición nutricia,1
"('REA', 'reanimación')",REA,reanimación,1
"('SOP', 'síndrome de ovarios poliquísticos')",SOP,síndrome de ovarios poliquísticos,1
"('DCC', 'defectos cardíacos congénitos')",DCC,defectos cardíacos congénitos,1
"('BETA', 'bateria para la evaluacion de los trastornos afasicos')",BETA,bateria para la evaluacion de los trastornos afasicos,1
"('BPTR', 'biopsia prostática transrectal')",BPTR,biopsia prostática transrectal,1
"('IECA', 'inhibidores de enzima convertidora de angiotensina')",IECA,inhibidores de enzima convertidora de angiotensina,1
"('EAP', 'equipos de atención primaria')",EAP,equipos de atención primaria,1
"('H.A.C.R.E.', 'hidro-arsenicismo cronico regional endemico')",H.A.C.R.E.,hidro-arsenicismo cronico regional endemico,1
"('TARMA', 'terapia antirretroviral muy activa')",TARMA,terapia antirretroviral muy activa,1
"('GE', 'grupo experimental')",GE,grupo experimental,2
"('ST', 'supratentoriales')",ST,supratentoriales,1
"('GRP', 'gastrostomías percutáneas radiológicas')",GRP,gastrostomías percutáneas radiológicas,1
"('EAM', 'epilepsia con ausencias y mioclonias palpebrales')",EAM,epilepsia con ausencias y mioclonias palpebrales,1
"('ASO', 'antiestreptolisina ""o""')",ASO,"antiestreptolisina ""o""",1
"('MD', 'miocardiopatía dilatada')",MD,miocardiopatía dilatada,1
"('CB', 'candidiasis bucal')",CB,candidiasis bucal,1
"('WPW', 'wolff-parkinson-white')",WPW,wolff-parkinson-white,1
"('SUH', 'servicios de urgencia hospitalaria')",SUH,servicios de urgencia hospitalaria,1
"('H.D.A.', 'hemorragias digestivas altas')",H.D.A.,hemorragias digestivas altas,1
"('ARAHIP', 'atención integral del recién nacido con agresión hipóxico-isquémica perinatal')",ARAHIP,atención integral del recién nacido con agresión hipóxico-isquémica perinatal,1
"('MVL', 'medicamentos de venta libre')",MVL,medicamentos de venta libre,2
"('ZBS', 'zona básica de salud')",ZBS,zona básica de salud,1
"('DRE', 'desnutrición relacionada con la enfermedad')",DRE,desnutrición relacionada con la enfermedad,2
"('BVS', 'biblioteca virtual en salud')",BVS,biblioteca virtual en salud,1
"('NAG', 'n-acetil-b-d-glucosaminidasa a')",NAG,n-acetil-b-d-glucosaminidasa a,1
"('ECV', 'enfermedad cerebrovascular')",ECV,enfermedad cerebrovascular,3
"('LNI', 'lesiones no intencionales')",LNI,lesiones no intencionales,1
"('FN', 'funduplicatura de nissen')",FN,funduplicatura de nissen,1
"('GLADP', 'guía latinoamericana de diagnóstico psiquiátrico')",GLADP,guía latinoamericana de diagnóstico psiquiátrico,1
"('IMV', 'incidente simulado de múltiples víctimas')",IMV,incidente simulado de múltiples víctimas,1
"('CLIEIS', 'comités locales de investigación y ética en investigación en salud')",CLIEIS,comités locales de investigación y ética en investigación en salud,1
"('INSS', 'instituto nacional de la seguridad social')",INSS,instituto nacional de la seguridad social,1
"('SU', 'servicios de urgencias')",SU,servicios de urgencias,10
"('EF', 'epilepsia fotogenica pura')",EF,epilepsia fotogenica pura,1
"('T@M', 'test de alteracion de memoria')",T@M,test de alteracion de memoria,1
"('VCS', 'visión crítica de seguridad')",VCS,visión crítica de seguridad,1
"('P-P', 'papel-lápiz')",P-P,papel-lápiz,1
"('MIRAP', 'miniinventario de rasgos anancásticos de la personalidad')",MIRAP,miniinventario de rasgos anancásticos de la personalidad,1
"('GTEB', 'grupo de trabajo de expertos en terapia biológica')",GTEB,grupo de trabajo de expertos en terapia biológica,1
"('UCI', 'unidad de cuidados intensivos')",UCI,unidad de cuidados intensivos,6
"('MF', 'microfracturas')",MF,microfracturas,1
"('SOCALPAR', 'sociedad castellano-leonesa y cántabra de patología respiratoria')",SOCALPAR,sociedad castellano-leonesa y cántabra de patología respiratoria,1
"('PPT', 'partos pretérmino')",PPT,partos pretérmino,1
"('RVI', 'radiología vascular intervencionista')",RVI,radiología vascular intervencionista,1
"('QT', 'quimioterapia')",QT,quimioterapia,1
"('CrS', 'creatinina sérica')",CrS,creatinina sérica,1
"('RN/DN', 'riesgo nutricional/desnutrición')",RN/DN,riesgo nutricional/desnutrición,1
"('DPAE', 'dolor pélvico asociado a endometriosis')",DPAE,dolor pélvico asociado a endometriosis,1
"('MC-1', 'mc tipo 1')",MC-1,mc tipo 1,1
"('ARCO', 'acceso, rectificación, cancelación y oposición')",ARCO,"acceso, rectificación, cancelación y oposición",1
"('AL', 'actividad laboral')",AL,actividad laboral,2
"('VHC', 'virus de hepatitis c')",VHC,virus de hepatitis c,2
"('PCA', 'persistencia del conducto arterioso')",PCA,persistencia del conducto arterioso,2
"('GIMINO', 'grupo interdisciplinar mexicano de investigación en neurooncología')",GIMINO,grupo interdisciplinar mexicano de investigación en neurooncología,1
"('UNITEC', 'universidad technológica de méxico')",UNITEC,universidad technológica de méxico,1
"('RCVG', 'red centinela de vigilancia de la gripe')",RCVG,red centinela de vigilancia de la gripe,1
"('DM-1', 'distrofia miotonica tipo 1')",DM-1,distrofia miotonica tipo 1,1
"('NPH', 'neuralgia posherpética')",NPH,neuralgia posherpética,1
"('DAM', 'desnutrición aguda moderada')",DAM,desnutrición aguda moderada,1
"('SEM', 'sistema d’emergències mèdiques')",SEM,sistema d’emergències mèdiques,1
"('COSFAMM', 'cohorte de obesidad, sarcopenia y fragilidad en adultos mayores de méxico')",COSFAMM,"cohorte de obesidad, sarcopenia y fragilidad en adultos mayores de méxico",1
"('VEB', 'virus de epstein-barr')",VEB,virus de epstein-barr,1
"('CEAR', 'consorcio español para la artritis reumatoide')",CEAR,consorcio español para la artritis reumatoide,1
"('SDSCA', 'summary of diabetes self-care activities measure')",SDSCA,summary of diabetes self-care activities measure,1
"('CFA', 'cuestionario de frecuencia alimentaria')",CFA,cuestionario de frecuencia alimentaria,1
"('ETN', 'etanercept')",ETN,etanercept,2
"('SIVFRENT-A', 'sistema de vigilancia de factores de riesgo de enfermedades no transmisibles')",SIVFRENT-A,sistema de vigilancia de factores de riesgo de enfermedades no transmisibles,1
"('IBP', 'inhibidores de bomba de protones')",IBP,inhibidores de bomba de protones,1
"('UCIP', 'unidad de cuidados intensivos pediatricos')",UCIP,unidad de cuidados intensivos pediatricos,1
"('TAVEC', 'test de aprendizaje verbal españa-complutense')",TAVEC,test de aprendizaje verbal españa-complutense,1
"('HZ', 'herpes zoster')",HZ,herpes zoster,2
"('ACT', 'agua corporal total')",ACT,agua corporal total,1
"('PMC', 'programa madre canguro')",PMC,programa madre canguro,1
"('ATM', 'accidentes de trabajo mortales')",ATM,accidentes de trabajo mortales,2
"('MGIT', 'mycobacteria growth indicator tube')",MGIT,mycobacteria growth indicator tube,1
"('ACOD', 'accion directa')",ACOD,accion directa,1
"('LCR', 'liquido cefalorraquideo')",LCR,liquido cefalorraquideo,1
"('RGE', 'reflujo gastroesofágico')",RGE,reflujo gastroesofágico,1
"('ENT', 'enfermedades no transmisibles')",ENT,enfermedades no transmisibles,1
"('VRP', 'vitreorretinopatía proliferante')",VRP,vitreorretinopatía proliferante,2
"('DAI', 'desfibrilador automático implantable')",DAI,desfibrilador automático implantable,1
"('PEATC', 'potenciales evocados auditivos del tallo cerebral')",PEATC,potenciales evocados auditivos del tallo cerebral,1
"('IF', 'intervención farmacéutica')",IF,intervención farmacéutica,1
"('CERFB', 'cuestionario de evaluación de las relaciones familiares básicas')",CERFB,cuestionario de evaluación de las relaciones familiares básicas,1
"('TGP', 'transaminasa glutamico piruvica')",TGP,transaminasa glutamico piruvica,1
"('TC', 'trasplante cardíaco')",TC,trasplante cardíaco,1
"('EPI', 'equipos de protección individual')",EPI,equipos de protección individual,2
"('GC', 'grupo control')",GC,grupo control,2
"('ECVs', 'enfermedades cardiovasculares')",ECVs,enfermedades cardiovasculares,1
"('IAMEST', 'infarto agudo de miocardio con elevación del st')",IAMEST,infarto agudo de miocardio con elevación del st,1
"('SSHDC', 'susceptibilidad hereditaria humana para desarrollar cáncer')",SSHDC,susceptibilidad hereditaria humana para desarrollar cáncer,2
"('IC', 'insuficiencia cardiaca')",IC,insuficiencia cardiaca,3
"('DCL', 'deterioro cognitivo leve')",DCL,deterioro cognitivo leve,4
"('DM', 'dieta mediterránea')",DM,dieta mediterránea,6
"('GES', 'garantías explicitas en salud')",GES,garantías explicitas en salud,1
"('NL', 'normal')",NL,normal,1
"('DMNID', 'diabetes mellitus no insulinodependiente')",DMNID,diabetes mellitus no insulinodependiente,1
"('Pisces', 'proporción de sexos del dorado coryphaena hippurus')",Pisces,proporción de sexos del dorado coryphaena hippurus,1
"('FR', 'factores de riesgo')",FR,factores de riesgo,4
"('EV', 'estilo de vida')",EV,estilo de vida,1
"('PA', 'pancreatitis aguda')",PA,pancreatitis aguda,3
"('NHG', 'nuevos hiperglucémicos')",NHG,nuevos hiperglucémicos,1
"('AVAC', 'años de vida ajustados por calidad')",AVAC,años de vida ajustados por calidad,1
"('CHUC', 'complejo hospitalario universitario de canarias')",CHUC,complejo hospitalario universitario de canarias,1
"('R.T.U.', 'resección transuretral')",R.T.U.,resección transuretral,1
"('SES', 'servicio extremeño de salud')",SES,servicio extremeño de salud,1
"('EP', 'embolismo pulmonar')",EP,embolismo pulmonar,1
"('DAQ', 'depression attitudes questionnaire')",DAQ,depression attitudes questionnaire,1
"('GEITDAH', 'grupo de especial interes en el trastorno por deficit de atencion/hiperactividad')",GEITDAH,grupo de especial interes en el trastorno por deficit de atencion/hiperactividad,1
"('COMESEM', 'corona metropolitana sudeste de madrid')",COMESEM,corona metropolitana sudeste de madrid,1
"('ADHD-RS-IV', 'attention-deficit/hyperactivity disorder rating scale iv')",ADHD-RS-IV,attention-deficit/hyperactivity disorder rating scale iv,1
"('AIS', 'abbreviated injury scale')",AIS,abbreviated injury scale,2
"('PP', 'peso placentario')",PP,peso placentario,1
"('EIM', 'errores innatos del metabolismo')",EIM,errores innatos del metabolismo,1
"('HTA', 'histerectomía abdominal')",HTA,histerectomía abdominal,1
"('ETC', 'energía total consumida')",ETC,energía total consumida,1
"('GETH', 'grupo español de trasplante hemopoyético')",GETH,grupo español de trasplante hemopoyético,2
"('MRV', 'monitoreo rápido de vacunación')",MRV,monitoreo rápido de vacunación,2
"('RST', 'receptor soluble de transferrina')",RST,receptor soluble de transferrina,1
"('HSP-90', 'heat shock protein-90')",HSP-90,heat shock protein-90,1
"('FHD', 'fiebre hemorrágica por dengue')",FHD,fiebre hemorrágica por dengue,1
"('SED', 'sociedad española de diabetes')",SED,sociedad española de diabetes,1
"('IDP', 'inmunodeficiencias primarias')",IDP,inmunodeficiencias primarias,1
"('MMSE', 'mini mental status examination')",MMSE,mini mental status examination,2
"('TNE', 'transición nutricional española')",TNE,transición nutricional española,2
"('CIMEC-V', 'cuestionario de infl uencias del modelo estético corporal, versión para varones')",CIMEC-V,"cuestionario de infl uencias del modelo estético corporal, versión para varones",1
"('SB', 'síndrome de burnout')",SB,síndrome de burnout,2
"('EAD', 'encefalomielitis aguda diseminada')",EAD,encefalomielitis aguda diseminada,1
"('SCOFF', 'sick, control, one, fat, food')",SCOFF,"sick, control, one, fat, food",1
"('He-Ne', 'helio-neón')",He-Ne,helio-neón,1
"('ISP', 'inventario de síntomas prefrontales')",ISP,inventario de síntomas prefrontales,1
"('EPS', 'entidades promotoras de salud')",EPS,entidades promotoras de salud,2
"('AIMA', 'atlas interactivo de mortalidad en andalucía')",AIMA,atlas interactivo de mortalidad en andalucía,1
"('INR', 'instituto nacional de rehabilitación')",INR,instituto nacional de rehabilitación,1
"('ABP', 'aprendizaje basado en problemas')",ABP,aprendizaje basado en problemas,1
"('GCED', 'grupo catalán de estudio de la diabetes')",GCED,grupo catalán de estudio de la diabetes,1
"('INNSZ', 'instituto nacional de la nutrición ""salvador zubirán""')",INNSZ,"instituto nacional de la nutrición ""salvador zubirán""",2
"('MU', 'médicos de urgencias')",MU,médicos de urgencias,1
"('NSRR', 'nutricional para mortalidad en pacientes críticamente enfermos')",NSRR,nutricional para mortalidad en pacientes críticamente enfermos,1
"('PHM', 'perfil hormonal masculino')",PHM,perfil hormonal masculino,1
"('MC', 'malformacion de chiari')",MC,malformacion de chiari,1
"('SCAS', 'spence children anxiety scale')",SCAS,spence children anxiety scale,1
"('PAS', 'presión arterial sistólica')",PAS,presión arterial sistólica,1
"('MT', 'megacolon tóxico')",MT,megacolon tóxico,1
"('RMM', 'razón de muerte materna')",RMM,razón de muerte materna,1
"('CRIR', 'cirugía retrógrada intrarrenal')",CRIR,cirugía retrógrada intrarrenal,1
"('US', 'ultrasonido')",US,ultrasonido,1
"('OR', 'odds ratios ajustadas')",OR,odds ratios ajustadas,1
"('DSM', 'desarrollo psicomotor')",DSM,desarrollo psicomotor,1
"('PPC', 'patología pulmonar crónica')",PPC,patología pulmonar crónica,1
"('TDA', 'tasa de declive anual')",TDA,tasa de declive anual,1
"('ERV', 'enterococo resistente a vancomicina')",ERV,enterococo resistente a vancomicina,1
"('CVL', 'con la video-laparoscopia')",CVL,con la video-laparoscopia,1
"('EA', 'efectos adversos')",EA,efectos adversos,1
"('AMB', 'años del área metropolitana de barranquilla')",AMB,años del área metropolitana de barranquilla,1
"('TDEH', 'tiempo de estancia hospitalaria')",TDEH,tiempo de estancia hospitalaria,1
"('ATP III', 'adultos iii')",ATP III,adultos iii,1
"('GIST', 'gastrointestinales estromales')",GIST,gastrointestinales estromales,1
"('ENDS', 'encuesta nacional de salud')",ENDS,encuesta nacional de salud,1
"('HSV-2', 'herpes simple-2')",HSV-2,herpes simple-2,2
"('GCAO', 'grupo cooperativo argentino de oncourología')",GCAO,grupo cooperativo argentino de oncourología,1
"('REM', 'razones de mortalidad estandarizadas')",REM,razones de mortalidad estandarizadas,1
"('RA', 'resultados adversos')",RA,resultados adversos,1
"('II', 'información')",II,información,2
"('DN', 'dolor neuropático')",DN,dolor neuropático,1
"('TMI', 'tasas de mortalidad infantil')",TMI,tasas de mortalidad infantil,1
"('GMFM', 'gross motor function measure')",GMFM,gross motor function measure,1
"('MM', 'mieloma múltiple')",MM,mieloma múltiple,1
"('CVC', 'catéteres venosos centrales')",CVC,catéteres venosos centrales,2
"('IPM', 'intoxicación paralítica por mariscos')",IPM,intoxicación paralítica por mariscos,1
"('GIM', 'grosor intimo-medial carotídeo')",GIM,grosor intimo-medial carotídeo,1
"('CTCA', 'cierre transcateterismo del conducto arterioso')",CTCA,cierre transcateterismo del conducto arterioso,1
"('RR', 'recovery')",RR,recovery,2
"('VPH-AR', 'virus de papiloma humano de alto riesgo')",VPH-AR,virus de papiloma humano de alto riesgo,1
"('DF', 'disfunción familiar')",DF,disfunción familiar,1
"('IP', 'inhibidores de la proteasa')",IP,inhibidores de la proteasa,1
"('IA', 'insuficiencia arterial')",IA,insuficiencia arterial,1
"('EAs', 'efectos adversos')",EAs,efectos adversos,1
"('SEMICYUC', 'sociedad española de medicina intensiva, crítica y unidades coronarias')",SEMICYUC,"sociedad española de medicina intensiva, crítica y unidades coronarias",2
"('ICC', 'indice cintura-cadera')",ICC,indice cintura-cadera,1
"('CI', 'consistencia interna')",CI,consistencia interna,1
"('SACN', 'sistemas alternativos de consumo de nicotina')",SACN,sistemas alternativos de consumo de nicotina,2
"('TMFT', 'tasa de mortalidad fetal total')",TMFT,tasa de mortalidad fetal total,1
"('PIC', 'percepción de la imagen corporal')",PIC,percepción de la imagen corporal,1
"('SBA', 'sindrome de boca ardiente')",SBA,sindrome de boca ardiente,1
"('REGITELL', 'registro de pacientes con ataque isquémico transitorio de lleida')",REGITELL,registro de pacientes con ataque isquémico transitorio de lleida,1
"('CFP', 'cefditoreno pivoxilo')",CFP,cefditoreno pivoxilo,2
"('IISP', 'invasivas por streptococcus pyogenes')",IISP,invasivas por streptococcus pyogenes,1
"('H.D.A.', 'hemorragia digestiva alta')",H.D.A.,hemorragia digestiva alta,1
"('SABE', 'salud, bienestar y envejecimiento')",SABE,"salud, bienestar y envejecimiento",2
"('SG', 'sobrevida global')",SG,sobrevida global,1
"('SAHS', 'sindrome de apneas-hipopneas')",SAHS,sindrome de apneas-hipopneas,1
"('ICCQ', 'indice de clasificación de complejidad quirúrgica')",ICCQ,indice de clasificación de complejidad quirúrgica,1
"('SRAA', 'sistema renina-angiotensina-aldosterona')",SRAA,sistema renina-angiotensina-aldosterona,2
"('MER', 'mujeres en edad reproductiva')",MER,mujeres en edad reproductiva,1
"('Es', 'especificidad')",Es,especificidad,1
"('ADM', 'al patrón de dieta mediterránea')",ADM,al patrón de dieta mediterránea,1
"('MMA', 'masas mediastínicas anteriores')",MMA,masas mediastínicas anteriores,1
"('TRS', 'trastornos respiratorios del sueño')",TRS,trastornos respiratorios del sueño,1
"('IRAB', 'ira baja')",IRAB,ira baja,1
"('PAS', 'presion arterial sistolica')",PAS,presion arterial sistolica,1
"('CSS', 'campaña sobrevivir a la sepsis')",CSS,campaña sobrevivir a la sepsis,1
"('IRT', 'insuficiencia renal terminal,')",IRT,"insuficiencia renal terminal,",2
